"","IDs","Passagers","Jour","Heure","nb","prix_moyen"
"25246",20441,4,NA,NA,15,0.445374152180772
"25247",20441,5,NA,NA,46,0.532873681074807
"25248",20441,6,NA,NA,21,0.597980334744414
"25249",20442,0,NA,NA,2,0.911111111111111
"25250",20442,1,NA,NA,525,0.532180478088819
"25251",20442,2,NA,NA,125,0.48469679972936
"25252",20442,3,NA,NA,35,0.534049121422884
"25253",20442,4,NA,NA,15,0.513904715103013
"25254",20442,5,NA,NA,59,0.568372313475004
"25255",20442,6,NA,NA,15,0.643445236550534
"25256",20443,0,NA,NA,2,0.911111111111111
"25257",20443,1,NA,NA,547,0.517096833358354
"25258",20443,2,NA,NA,121,0.495928819617305
"25259",20443,3,NA,NA,26,0.501743345392285
"25260",20443,4,NA,NA,19,0.527398528492171
"25261",20443,5,NA,NA,60,0.623512272654384
"25262",20443,6,NA,NA,19,0.622070476822647
"25263",20444,0,NA,NA,3,0.467171717171717
"25264",20444,1,NA,NA,564,0.526898192678099
"25265",20444,2,NA,NA,111,0.48177603269894
"25266",20444,3,NA,NA,18,0.516486656593802
"25267",20444,4,NA,NA,14,0.494185230538639
"25268",20444,5,NA,NA,45,0.540844731762255
"25269",20444,6,NA,NA,25,0.564283910902281
"25270",20445,0,NA,NA,4,0.441616161616162
"25271",20445,1,NA,NA,569,0.499011442252521
"25272",20445,2,NA,NA,110,0.571747237950996
"25273",20445,3,NA,NA,22,0.529038733133793
"25274",20445,4,NA,NA,9,0.549815481497655
"25275",20445,5,NA,NA,35,0.592964388059103
"25276",20445,6,NA,NA,31,0.552740413009349
"25277",20446,0,NA,NA,2,0.404444444444444
"25278",20446,1,NA,NA,574,0.510199017095232
"25279",20446,2,NA,NA,106,0.484227100865136
"25280",20446,3,NA,NA,27,0.626978918007206
"25281",20446,4,NA,NA,10,0.65267029315258
"25282",20446,5,NA,NA,40,0.507678541987976
"25283",20446,6,NA,NA,24,0.507236307760276
"25284",20447,1,NA,NA,482,0.499187456958605
"25285",20447,2,NA,NA,87,0.529423683071899
"25286",20447,3,NA,NA,22,0.541830541585669
"25287",20447,4,NA,NA,7,0.506895151748011
"25288",20447,5,NA,NA,50,0.603960612980452
"25289",20447,6,NA,NA,30,0.583189201484376
"25290",20448,1,NA,NA,375,0.486471069392884
"25291",20448,2,NA,NA,61,0.470987715292753
"25292",20448,3,NA,NA,15,0.440993549686175
"25293",20448,4,NA,NA,4,0.38272947709805
"25294",20448,5,NA,NA,34,0.452129786033105
"25295",20448,6,NA,NA,20,0.472569142525804
"25296",20449,1,NA,NA,342,0.488961634929064
"25297",20449,2,NA,NA,58,0.473642597971288
"25298",20449,3,NA,NA,14,0.546478860604609
"25299",20449,4,NA,NA,4,0.362146273941735
"25300",20449,5,NA,NA,24,0.429697249696017
"25301",20449,6,NA,NA,16,0.551649098322425
"25302",20450,1,NA,NA,323,0.46290446606549
"25303",20450,2,NA,NA,77,0.479938497503664
"25304",20450,3,NA,NA,18,0.521140406232342
"25305",20450,4,NA,NA,10,0.453303195002689
"25306",20450,5,NA,NA,38,0.471742260787517
"25307",20450,6,NA,NA,11,0.333953846023687
"25308",20451,1,NA,NA,334,0.479847137676951
"25309",20451,2,NA,NA,97,0.464502421335651
"25310",20451,3,NA,NA,21,0.501822507274581
"25311",20451,4,NA,NA,10,0.594220391525054
"25312",20451,5,NA,NA,45,0.473771054568527
"25313",20451,6,NA,NA,15,0.437281803876542
"25314",20452,1,NA,NA,346,0.446732235570065
"25315",20452,2,NA,NA,80,0.433163446645343
"25316",20452,3,NA,NA,20,0.477636275137966
"25317",20452,4,NA,NA,9,0.466284018135513
"25318",20452,5,NA,NA,42,0.435672722973008
"25319",20452,6,NA,NA,14,0.391720601091359
"25320",20453,0,NA,NA,2,0.359701492537313
"25321",20453,1,NA,NA,269,0.458729208709915
"25322",20453,2,NA,NA,65,0.54098857813562
"25323",20453,3,NA,NA,12,0.49860779265601
"25324",20453,4,NA,NA,7,0.411577380952381
"25325",20453,5,NA,NA,44,0.427086988869816
"25326",20453,6,NA,NA,22,0.496706139681539
"25327",20454,0,NA,NA,1,0.179850746268657
"25328",20454,1,NA,NA,217,0.442940407791721
"25329",20454,2,NA,NA,51,0.480518401427685
"25330",20454,3,NA,NA,9,0.50663788965463
"25331",20454,4,NA,NA,10,0.485500034093482
"25332",20454,5,NA,NA,35,0.539064441379307
"25333",20454,6,NA,NA,11,0.396233822496546
"25334",20455,1,NA,NA,196,0.476056389186104
"25335",20455,2,NA,NA,39,0.526683489518482
"25336",20455,3,NA,NA,6,0.454152689886985
"25337",20455,4,NA,NA,6,0.393664169660074
"25338",20455,5,NA,NA,16,0.453911114230942
"25339",20456,1,NA,NA,132,0.413958137750084
"25340",20456,2,NA,NA,26,0.50330350664953
"25341",20456,3,NA,NA,10,0.534224725708172
"25342",20456,4,NA,NA,2,0.468456375838926
"25343",20456,5,NA,NA,12,0.522289777806455
"25344",20456,6,NA,NA,9,0.639722234324395
"25345",20457,1,NA,NA,138,0.445635174261747
"25346",20457,2,NA,NA,31,0.499037008571651
"25347",20457,3,NA,NA,11,0.512507859465096
"25348",20457,4,NA,NA,2,0.982222222222222
"25349",20457,5,NA,NA,6,0.660856868197823
"25350",20457,6,NA,NA,10,0.562879203089418
"25351",20458,1,NA,NA,130,0.503220062355517
"25352",20458,2,NA,NA,23,0.492773094907001
"25353",20458,3,NA,NA,6,0.435782812238344
"25354",20458,4,NA,NA,4,0.428019512195122
"25355",20458,5,NA,NA,16,0.615338199018874
"25356",20458,6,NA,NA,4,0.602689765215409
"25357",20459,1,NA,NA,70,0.436573082290101
"25358",20459,2,NA,NA,12,0.668374180421936
"25359",20459,3,NA,NA,16,0.606106194656724
"25360",20459,4,NA,NA,1,0.1768
"25361",20459,5,NA,NA,13,0.504367453904076
"25362",20459,6,NA,NA,3,0.492933667654434
"25363",20460,1,NA,NA,46,0.497424518673917
"25364",20460,2,NA,NA,7,0.405797447055632
"25365",20460,3,NA,NA,3,0.513514254385965
"25366",20460,5,NA,NA,9,0.330888807775803
"25367",20460,6,NA,NA,6,0.665230695577261
"25368",20461,1,NA,NA,45,0.718548723048252
"25369",20461,2,NA,NA,7,0.496181855952675
"25370",20461,3,NA,NA,3,0.667850877192982
"25371",20461,4,NA,NA,2,0.826086956521739
"25372",20461,5,NA,NA,2,0.21848109517601
"25373",20461,6,NA,NA,4,0.68027901936882
"25374",20462,1,NA,NA,77,0.556121871592805
"25375",20462,2,NA,NA,14,0.539088189246749
"25376",20462,3,NA,NA,9,0.696974730003073
"25377",20462,4,NA,NA,2,0.240608777725342
"25378",20462,5,NA,NA,6,0.411921677049066
"25379",20462,6,NA,NA,5,0.558108000255747
"25380",20463,1,NA,NA,85,0.4262021246813
"25381",20463,2,NA,NA,9,0.325195583542344
"25382",20463,3,NA,NA,6,0.360060173971148
"25383",20463,4,NA,NA,4,0.333766847667517
"25384",20463,5,NA,NA,13,0.486776225386686
"25385",20463,6,NA,NA,5,0.327876673657388
"25386",20464,1,NA,NA,88,0.458488921900666
"25387",20464,2,NA,NA,18,0.441342719289854
"25388",20464,3,NA,NA,8,0.43569865176888
"25389",20464,4,NA,NA,1,0.260041493775934
"25390",20464,5,NA,NA,8,0.356813593761337
"25391",20464,6,NA,NA,1,0.275280898876405
"25392",20465,1,NA,NA,87,0.482894580992814
"25393",20465,2,NA,NA,19,0.381691819887588
"25394",20465,3,NA,NA,5,0.359460969138388
"25395",20465,4,NA,NA,2,0.54
"25396",20465,5,NA,NA,11,0.487011950545952
"25397",20465,6,NA,NA,2,0.446428571428571
"25398",20466,1,NA,NA,47,0.387717834393636
"25399",20466,2,NA,NA,5,0.333047412835887
"25400",20466,4,NA,NA,2,0.547727272727273
"25401",20466,5,NA,NA,4,0.448036842105263
"25402",20466,6,NA,NA,3,0.346320346320346
"25403",20467,1,NA,NA,31,0.467460220843537
"25404",20467,2,NA,NA,9,0.447700415535027
"25405",20467,3,NA,NA,1,0.224418604651163
"25406",20467,4,NA,NA,2,0.547727272727273
"25407",20467,5,NA,NA,1,0.2408
"25408",20467,6,NA,NA,4,0.469426406926407
"25409",20468,1,NA,NA,25,0.517535646715973
"25410",20468,2,NA,NA,10,0.357039089651666
"25411",20468,3,NA,NA,1,0.224418604651163
"25412",20468,4,NA,NA,2,0.547727272727273
"25413",20468,6,NA,NA,4,0.469426406926407
"25414",20469,1,NA,NA,27,0.514740792141436
"25415",20469,2,NA,NA,14,0.510366041423615
"25416",20469,4,NA,NA,2,0.547727272727273
"25417",20469,6,NA,NA,5,0.418109668109668
"25418",20470,1,NA,NA,26,0.462371388145174
"25419",20470,2,NA,NA,11,0.491943894487048
"25420",20470,4,NA,NA,1,0.273863636363636
"25421",20470,5,NA,NA,2,0.26754880328522
"25422",20470,6,NA,NA,8,0.51366341991342
"25423",20471,1,NA,NA,27,0.439308672150999
"25424",20471,2,NA,NA,9,0.371815960320393
"25425",20471,5,NA,NA,6,0.366754969612854
"25426",20471,6,NA,NA,3,0.344426406926407
"25427",20472,1,NA,NA,24,0.460953816313026
"25428",20472,2,NA,NA,13,0.443320826664429
"25429",20472,3,NA,NA,2,0.538686131386861
"25430",20472,5,NA,NA,9,0.550799323642755
"25431",20472,6,NA,NA,2,0.446428571428571
"25432",20473,1,NA,NA,26,0.410919468053934
"25433",20473,2,NA,NA,16,0.462374547167885
"25434",20473,3,NA,NA,2,0.538686131386861
"25435",20473,4,NA,NA,1,0.867741935483871
"25436",20473,5,NA,NA,6,0.469763405870788
"25437",20473,6,NA,NA,2,0.446428571428571
"25438",20474,1,NA,NA,26,0.448522048122609
"25439",20474,2,NA,NA,10,0.382857225270752
"25440",20474,3,NA,NA,3,0.37516498350165
"25441",20474,4,NA,NA,3,0.984052095911679
"25442",20474,6,NA,NA,2,0.446428571428571
"25443",20475,1,NA,NA,40,0.390799906637085
"25444",20475,2,NA,NA,15,0.612584927748066
"25445",20475,3,NA,NA,4,0.480986901309869
"25446",20475,4,NA,NA,4,1.10036225633949
"25447",20475,5,NA,NA,2,0.74
"25448",20475,6,NA,NA,2,0.446428571428571
"25449",20476,1,NA,NA,22,0.389057557979392
"25450",20476,2,NA,NA,16,0.454669022731816
"25451",20476,3,NA,NA,2,0.219057211925866
"25452",20476,4,NA,NA,4,0.43717229218178
"25453",20476,5,NA,NA,5,0.474938271604938
"25454",20476,6,NA,NA,2,0.446428571428571
"25455",20477,1,NA,NA,21,0.531142617967646
"25456",20477,2,NA,NA,11,0.534989823637736
"25457",20477,3,NA,NA,3,0.353198546647914
"25458",20477,4,NA,NA,2,0.46524064171123
"25459",20477,5,NA,NA,4,0.343917041169482
"25460",20477,6,NA,NA,2,0.446428571428571
"25461",20478,1,NA,NA,12,0.650247768974097
"25462",20478,2,NA,NA,11,0.369120117051013
"25463",20478,4,NA,NA,4,0.450477463712758
"25464",20478,6,NA,NA,2,0.446428571428571
"25465",20479,1,NA,NA,12,0.527594085667518
"25466",20479,2,NA,NA,10,0.394428012890571
"25467",20479,4,NA,NA,2,0.46524064171123
"25468",20479,6,NA,NA,2,0.446428571428571
"25469",20480,1,NA,NA,15,0.54208090402015
"25470",20480,2,NA,NA,6,0.36235509154288
"25471",20480,4,NA,NA,2,0.46524064171123
"25472",20480,5,NA,NA,2,0.488333333333333
"25473",20480,6,NA,NA,1,0.223214285714286
"25474",20481,1,NA,NA,12,0.433742562652397
"25475",20481,2,NA,NA,7,0.321145751281273
"25476",20481,4,NA,NA,4,0.441206179441474
"25477",20481,5,NA,NA,4,0.463344748858447
"25478",20481,6,NA,NA,2,0.446428571428571
"25479",20482,1,NA,NA,14,0.303686991017889
"25480",20482,2,NA,NA,9,0.354099699616568
"25481",20482,4,NA,NA,6,0.308930920780387
"25482",20482,5,NA,NA,2,0.490659898477157
"25483",20482,6,NA,NA,2,0.446428571428571
"25484",20483,1,NA,NA,8,0.297824652776542
"25485",20483,2,NA,NA,4,0.347408606306567
"25486",20483,4,NA,NA,6,0.308930920780387
"25487",20483,6,NA,NA,2,0.446428571428571
"25488",20484,1,NA,NA,8,0.250825529224166
"25489",20484,2,NA,NA,6,0.352788003547564
"25490",20484,4,NA,NA,6,0.308930920780387
"25491",20484,6,NA,NA,2,0.446428571428571
"25492",20485,1,NA,NA,14,0.347512130760116
"25493",20485,2,NA,NA,8,0.360679438034823
"25494",20485,4,NA,NA,6,0.308930920780387
"25495",20485,6,NA,NA,2,0.446428571428571
"25496",20486,1,NA,NA,10,0.360394370155853
"25497",20486,2,NA,NA,6,0.352788003547564
"25498",20486,4,NA,NA,4,0.232005567342065
"25499",20486,6,NA,NA,2,0.446428571428571
"25500",20487,1,NA,NA,11,0.409784988289876
"25501",20487,2,NA,NA,8,0.393623260725189
"25502",20487,4,NA,NA,2,0.46524064171123
"25503",20487,6,NA,NA,2,0.446428571428571
"25504",20488,1,NA,NA,9,0.252623504004508
"25505",20488,2,NA,NA,10,0.436558359617496
"25506",20488,3,NA,NA,1,0.250372093023256
"25507",20488,4,NA,NA,2,0.46524064171123
"25508",20488,5,NA,NA,2,0.45556420233463
"25509",20488,6,NA,NA,2,0.446428571428571
"25510",20489,1,NA,NA,10,0.379347246351583
"25511",20489,2,NA,NA,8,0.432700082292304
"25512",20489,3,NA,NA,4,0.527920731155551
"25513",20489,4,NA,NA,2,0.46524064171123
"25514",20489,5,NA,NA,2,0.518367346938776
"25515",20489,6,NA,NA,2,0.446428571428571
"25516",20490,1,NA,NA,10,0.392315843150454
"25517",20490,2,NA,NA,10,0.606814322467761
"25518",20490,3,NA,NA,2,0.500744186046512
"25519",20490,4,NA,NA,2,0.46524064171123
"25520",20490,6,NA,NA,2,0.446428571428571
"25521",20491,1,NA,NA,14,0.444179101334137
"25522",20491,2,NA,NA,8,0.62693895571628
"25523",20491,3,NA,NA,2,0.500744186046512
"25524",20491,4,NA,NA,2,0.46524064171123
"25525",20491,6,NA,NA,2,0.446428571428571
"25526",20492,1,NA,NA,13,0.467114772914423
"25527",20492,2,NA,NA,7,0.55090161131794
"25528",20492,4,NA,NA,2,0.46524064171123
"25529",20492,6,NA,NA,2,0.446428571428571
"25530",20493,1,NA,NA,20,0.509277356299673
"25531",20493,2,NA,NA,5,0.547130850516455
"25532",20493,4,NA,NA,2,0.46524064171123
"25533",20493,6,NA,NA,2,0.446428571428571
"25534",20494,1,NA,NA,22,0.583525885707876
"25535",20494,2,NA,NA,3,0.530809587330419
"25536",20494,4,NA,NA,2,0.46524064171123
"25537",20494,6,NA,NA,2,0.446428571428571
"25538",20495,1,NA,NA,9,0.444588568749572
"25539",20495,4,NA,NA,2,0.46524064171123
"25540",20495,6,NA,NA,2,0.446428571428571
"25541",20496,1,NA,NA,9,0.430342530891952
"25542",20496,4,NA,NA,2,0.46524064171123
"25543",20496,6,NA,NA,2,0.446428571428571
"25544",20497,1,NA,NA,10,0.376799607263712
"25545",20497,4,NA,NA,2,0.46524064171123
"25546",20497,6,NA,NA,2,0.446428571428571
"25547",20498,1,NA,NA,6,0.526633503511835
"25548",20498,4,NA,NA,2,0.46524064171123
"25549",20498,6,NA,NA,2,0.446428571428571
"25550",20499,1,NA,NA,6,0.374609800982185
"25551",20499,4,NA,NA,2,0.46524064171123
"25552",20499,6,NA,NA,2,0.446428571428571
"25553",20500,1,NA,NA,8,0.547115677391085
"25554",20500,5,NA,NA,1,0.281954887218045
"25555",20500,6,NA,NA,2,0.446428571428571
"25556",20501,1,NA,NA,8,0.552216968072762
"25557",20501,5,NA,NA,2,0.56390977443609
"25558",20501,6,NA,NA,2,0.446428571428571
"25559",20502,1,NA,NA,4,0.624925592285408
"25560",20502,5,NA,NA,2,0.56390977443609
"25561",20502,6,NA,NA,2,0.446428571428571
"25562",20503,1,NA,NA,4,0.624925592285408
"25563",20503,2,NA,NA,2,0.458646616541353
"25564",20503,5,NA,NA,2,0.56390977443609
"25565",20503,6,NA,NA,2,0.446428571428571
"25566",20504,1,NA,NA,5,0.448041077467801
"25567",20504,5,NA,NA,2,0.56390977443609
"25568",20504,6,NA,NA,2,0.446428571428571
"25569",20505,1,NA,NA,2,0.338666666666667
"25570",20505,5,NA,NA,2,0.56390977443609
"25571",20505,6,NA,NA,2,0.446428571428571
"25572",20506,1,NA,NA,2,0.338666666666667
"25573",20506,5,NA,NA,2,0.56390977443609
"25574",20506,6,NA,NA,2,0.446428571428571
"25575",20507,1,NA,NA,6,0.485791492553306
"25576",20507,5,NA,NA,1,0.281954887218045
"25577",20507,6,NA,NA,2,0.446428571428571
"25578",20508,1,NA,NA,4,0.431628415300546
"25579",20508,6,NA,NA,2,0.446428571428571
"25580",20509,1,NA,NA,5,0.369565408180162
"25581",20509,6,NA,NA,2,0.446428571428571
"25582",20510,1,NA,NA,2,0.524590163934426
"25583",20510,6,NA,NA,2,0.446428571428571
"25584",20511,1,NA,NA,4,0.429378415300546
"25585",20511,6,NA,NA,2,0.446428571428571
"25586",20512,1,NA,NA,6,0.430616785260316
"25587",20512,6,NA,NA,2,0.446428571428571
"25588",20513,1,NA,NA,6,0.46233070823958
"25589",20513,2,NA,NA,2,0.58
"25590",20513,5,NA,NA,1,0.199393939393939
"25591",20513,6,NA,NA,2,0.446428571428571
"25592",20514,1,NA,NA,1,0.167083333333333
"25593",20514,5,NA,NA,1,0.199393939393939
"25594",20514,6,NA,NA,4,0.597181227863046
"25595",20515,1,NA,NA,1,0.285714285714286
"25596",20515,6,NA,NA,4,0.597181227863046
"25597",20516,1,NA,NA,3,0.353098106712565
"25598",20516,6,NA,NA,4,0.597181227863046
"25599",20517,6,NA,NA,4,0.597181227863046
"25600",20518,6,NA,NA,4,0.597181227863046
"25601",20519,6,NA,NA,4,0.597181227863046
"25602",20520,6,NA,NA,4,0.597181227863046
"25603",20521,6,NA,NA,4,0.597181227863046
"25604",20522,6,NA,NA,2,0.446428571428571
"25605",20523,1,NA,NA,2,0.421276595744681
"25606",20523,6,NA,NA,2,0.446428571428571
"25607",20524,6,NA,NA,1,0.223214285714286
"25608",20532,1,NA,NA,2,0.857142857142857
"25609",20539,2,NA,NA,1,0.168274111675127
"25610",20540,1,NA,NA,1,0.0229387755102041
"25611",20540,2,NA,NA,1,0.168274111675127
"25612",20541,1,NA,NA,2,0.0458775510204082
"25613",20542,1,NA,NA,2,0.0458775510204082
"25614",20543,1,NA,NA,2,0.0458775510204082
"25615",20544,1,NA,NA,2,0.0458775510204082
"25616",20545,1,NA,NA,2,0.0458775510204082
"25617",20546,1,NA,NA,2,0.0458775510204082
"25618",20547,1,NA,NA,2,0.0458775510204082
"25619",20548,1,NA,NA,2,0.0458775510204082
"25620",20549,1,NA,NA,2,0.0458775510204082
"25621",20550,1,NA,NA,2,0.0458775510204082
"25622",20551,1,NA,NA,2,0.0458775510204082
"25623",20552,1,NA,NA,2,0.0458775510204082
"25624",20553,1,NA,NA,2,0.0458775510204082
"25625",20554,1,NA,NA,2,0.0458775510204082
"25626",20555,1,NA,NA,2,0.0458775510204082
"25627",20556,1,NA,NA,2,0.0458775510204082
"25628",20557,1,NA,NA,2,0.0458775510204082
"25629",20558,1,NA,NA,2,0.0458775510204082
"25630",20559,1,NA,NA,2,0.0458775510204082
"25631",20560,1,NA,NA,2,0.0458775510204082
"25632",20561,1,NA,NA,2,0.0458775510204082
"25633",20562,1,NA,NA,2,0.0458775510204082
"25634",20563,1,NA,NA,2,0.0458775510204082
"25635",20564,1,NA,NA,2,0.0458775510204082
"25636",20565,1,NA,NA,2,0.0458775510204082
"25637",20566,1,NA,NA,2,0.0458775510204082
"25638",20567,1,NA,NA,2,0.0458775510204082
"25639",20568,1,NA,NA,2,0.0458775510204082
"25640",20569,1,NA,NA,2,0.0458775510204082
"25641",20570,1,NA,NA,2,0.0458775510204082
"25642",20571,1,NA,NA,2,0.0458775510204082
"25643",20571,3,NA,NA,1,0.0423109600679694
"25644",20572,1,NA,NA,2,0.0458775510204082
"25645",20572,3,NA,NA,2,0.0846219201359388
"25646",20573,1,NA,NA,2,0.0458775510204082
"25647",20573,3,NA,NA,2,0.0846219201359388
"25648",20574,1,NA,NA,2,0.0458775510204082
"25649",20574,3,NA,NA,3,0.126932880203908
"25650",20575,1,NA,NA,2,0.0458775510204082
"25651",20575,3,NA,NA,2,0.0846219201359388
"25652",20576,1,NA,NA,4,0.341120593692022
"25653",20576,3,NA,NA,2,0.0846219201359388
"25654",20577,1,NA,NA,3,0.182029684601113
"25655",20577,3,NA,NA,2,0.0846219201359388
"25656",20578,1,NA,NA,2,0.0458775510204082
"25657",20578,3,NA,NA,2,0.0846219201359388
"25658",20579,1,NA,NA,2,0.0458775510204082
"25659",20580,1,NA,NA,5,0.685438775510204
"25660",20581,1,NA,NA,3,0.243772108843537
"25661",20582,1,NA,NA,2,0.0458775510204082
"25662",20583,1,NA,NA,2,0.0458775510204082
"25663",20584,1,NA,NA,2,0.0458775510204082
"25664",20585,1,NA,NA,2,0.0458775510204082
"25665",20586,1,NA,NA,2,0.0458775510204082
"25666",20587,1,NA,NA,2,0.0458775510204082
"25667",20588,1,NA,NA,2,0.0458775510204082
"25668",20589,1,NA,NA,2,0.0458775510204082
"25669",20590,1,NA,NA,2,0.0458775510204082
"25670",20591,1,NA,NA,2,0.0458775510204082
"25671",20592,1,NA,NA,2,0.0458775510204082
"25672",20593,1,NA,NA,2,0.0458775510204082
"25673",20594,1,NA,NA,1,0.0229387755102041
"25674",20599,5,NA,NA,2,0.522935779816514
"25675",20608,2,NA,NA,1,1.2625
"25676",20609,2,NA,NA,1,1.2625
"25677",20610,1,NA,NA,2,0.733496332518337
"25678",20611,1,NA,NA,2,0.733496332518337
"25679",20612,1,NA,NA,2,0.733496332518337
"25680",20613,1,NA,NA,2,0.733496332518337
"25681",20614,1,NA,NA,2,0.733496332518337
"25682",20615,1,NA,NA,2,0.733496332518337
"25683",20616,1,NA,NA,6,0.75360456295688
"25684",20617,1,NA,NA,6,0.75360456295688
"25685",20618,1,NA,NA,4,0.477802172781681
"25686",20619,1,NA,NA,4,0.550892857142857
"25687",20620,1,NA,NA,2,0.713368983957219
"25688",20621,1,NA,NA,7,0.588127227496013
"25689",20622,1,NA,NA,5,0.577469430806878
"25690",20622,5,NA,NA,2,0.581900452488688
"25691",20623,1,NA,NA,2,0.23517264573991
"25692",20623,5,NA,NA,2,0.581900452488688
"25693",20624,1,NA,NA,7,0.661839389722179
"25694",20625,1,NA,NA,5,0.37451860593187
"25695",20626,1,NA,NA,3,0.326605263157895
"25696",20627,1,NA,NA,4,0.463353958604718
"25697",20628,1,NA,NA,7,0.603311885682706
"25698",20628,2,NA,NA,2,0.278763954171563
"25699",20629,1,NA,NA,3,0.362681405895692
"25700",20629,2,NA,NA,4,0.557527908343126
"25701",20630,1,NA,NA,2,0.708333333333333
"25702",20630,2,NA,NA,5,0.474665683760952
"25703",20631,1,NA,NA,2,0.708333333333333
"25704",20631,2,NA,NA,4,0.732257538098466
"25705",20632,1,NA,NA,2,0.36952519379845
"25706",20632,2,NA,NA,4,0.768804796651394
"25707",20633,1,NA,NA,12,0.970689381025978
"25708",20633,2,NA,NA,2,0.774698795180723
"25709",20634,1,NA,NA,20,1.31970912320395
"25710",20634,2,NA,NA,3,0.766845430502498
"25711",20635,1,NA,NA,12,1.88132954745225
"25712",20635,5,NA,NA,1,0.418055555555556
"25713",20636,1,NA,NA,5,0.633719810709898
"25714",20636,5,NA,NA,9,0.870629010028181
"25715",20637,1,NA,NA,10,0.746021032118132
"25716",20637,2,NA,NA,3,0.526672012354479
"25717",20637,3,NA,NA,3,0.448305084745763
"25718",20637,4,NA,NA,1,0.413939393939394
"25719",20637,5,NA,NA,6,0.545811253735977
"25720",20638,1,NA,NA,11,1.37811590343242
"25721",20638,2,NA,NA,6,1.10148342836778
"25722",20638,3,NA,NA,6,1.18333333333333
"25723",20638,4,NA,NA,2,0.827878787878788
"25724",20638,5,NA,NA,1,0.343243243243243
"25725",20639,0,NA,NA,2,0.7
"25726",20639,1,NA,NA,82,0.766346964539337
"25727",20639,2,NA,NA,15,0.497916305916306
"25728",20639,3,NA,NA,2,0.258263305322129
"25729",20639,4,NA,NA,9,0.63284738491998
"25730",20639,5,NA,NA,8,0.601333333333333
"25731",20639,6,NA,NA,2,0.733333333333333
"25732",20640,1,NA,NA,360,0.669242629373947
"25733",20640,2,NA,NA,82,0.542349585138286
"25734",20640,3,NA,NA,39,0.512990536942186
"25735",20640,4,NA,NA,23,0.808478492369832
"25736",20640,5,NA,NA,42,0.590096538212393
"25737",20640,6,NA,NA,9,0.71740465416936
"25738",20641,0,NA,NA,1,0.404347826086957
"25739",20641,1,NA,NA,1262,0.710960254148209
"25740",20641,2,NA,NA,261,0.688440285047859
"25741",20641,3,NA,NA,102,0.674344496945842
"25742",20641,4,NA,NA,45,0.584669793655498
"25743",20641,5,NA,NA,134,0.678045576846424
"25744",20641,6,NA,NA,43,0.723525193517671
"25745",20642,0,NA,NA,13,0.514761418459273
"25746",20642,1,NA,NA,1928,0.675234240947066
"25747",20642,2,NA,NA,392,0.68496096907422
"25748",20642,3,NA,NA,151,0.6812876258008
"25749",20642,4,NA,NA,68,0.687098336057508
"25750",20642,5,NA,NA,176,0.617264960400606
"25751",20642,6,NA,NA,65,0.653510309302787
"25752",20643,0,NA,NA,19,0.70590156220591
"25753",20643,1,NA,NA,2682,0.670174793316417
"25754",20643,2,NA,NA,588,0.675554151720818
"25755",20643,3,NA,NA,208,0.701126572362771
"25756",20643,4,NA,NA,91,0.73443329800749
"25757",20643,5,NA,NA,307,0.650944094987038
"25758",20643,6,NA,NA,92,0.733943773014221
"25759",20644,0,NA,NA,15,0.741097699343667
"25760",20644,1,NA,NA,3966,0.654302190593014
"25761",20644,2,NA,NA,850,0.658705466087173
"25762",20644,3,NA,NA,273,0.671086614550952
"25763",20644,4,NA,NA,107,0.586524701327898
"25764",20644,5,NA,NA,391,0.72987529519362
"25765",20644,6,NA,NA,114,0.81470313486974
"25766",20645,0,NA,NA,27,0.650520571985593
"25767",20645,1,NA,NA,5291,0.644236931159891
"25768",20645,2,NA,NA,1231,0.627212180799592
"25769",20645,3,NA,NA,346,0.652815253175481
"25770",20645,4,NA,NA,183,0.625769752653121
"25771",20645,5,NA,NA,560,0.693234312364504
"25772",20645,6,NA,NA,159,0.704136737605313
"25773",20646,0,NA,NA,37,0.59738156539073
"25774",20646,1,NA,NA,6785,0.684532009856275
"25775",20646,2,NA,NA,1700,0.705228136705994
"25776",20646,3,NA,NA,506,0.715121560380706
"25777",20646,4,NA,NA,296,0.698230051809402
"25778",20646,5,NA,NA,713,0.668708535067263
"25779",20646,6,NA,NA,195,0.759452219345598
"25780",20647,0,NA,NA,44,0.617220825929544
"25781",20647,1,NA,NA,7872,0.710445717250075
"25782",20647,2,NA,NA,1910,0.689529361234355
"25783",20647,3,NA,NA,650,0.75849591411273
"25784",20647,4,NA,NA,314,0.651130822858949
"25785",20647,5,NA,NA,883,0.718097485048454
"25786",20647,6,NA,NA,229,0.782278093579723
"25787",20648,0,NA,NA,42,0.587611945624507
"25788",20648,1,NA,NA,7846,0.729756774234393
"25789",20648,2,NA,NA,1806,0.7072797726072
"25790",20648,3,NA,NA,556,0.701918366737508
"25791",20648,4,NA,NA,346,0.721073018412031
"25792",20648,5,NA,NA,889,0.68266768559925
"25793",20648,6,NA,NA,235,0.778648387896192
"25794",20649,0,NA,NA,47,0.675799030773919
"25795",20649,1,NA,NA,8243,0.718161863531099
"25796",20649,2,NA,NA,1857,0.732937168056694
"25797",20649,3,NA,NA,567,0.732638733819345
"25798",20649,4,NA,NA,310,0.725688683237435
"25799",20649,5,NA,NA,881,0.699442010072765
"25800",20649,6,NA,NA,249,0.79343611923326
"25801",20650,0,NA,NA,54,0.638798145513526
"25802",20650,1,NA,NA,8269,0.713796016785247
